,Smiles,S_Hit
3685,CN(C)C(c1ccccn1)C1CCC(CNC(=O)CC2CCCC2)CC1,
3686,Cc1ccn(-c2ccccc2NCc2ncc[nH]2)n1,
3687,CN(Cc1nnc(C2CC2)n1C)S(=O)(=O)c1ccc(F)c(C#N)c1,
3688,COc1ccc(NC(=O)Nc2c(O)c3ccccc3oc2=O)cc1,
3689,COC(=O)CN(Cc1ccccc1C)C(=O)CCCNC(=O)C1CC1,
3690,COCC(=O)N1CCCCC1c1ccncn1,
3691,CCn1cnnc1CCNC(=O)C(C)(C)c1cccc(Cl)c1,
3692,CN(C)C(=O)[C@]12CCCN(CC3CC3)C[C@H]1CN(c1ccccn1)C2,
3693,COc1ccc(NC(=O)Cn2nc(C)c(C)cc2=O)c(OC)c1,
3694,Cc1cc(C(F)(F)F)nn1CCNC(=O)C(C)n1ccnc1C(C)C,
3695,COc1ccc(CC(=O)N2CCCCC2Cn2cccn2)cc1OC,
3696,CC(C)CS(=O)(=O)Nc1ccc([C@H]2OCC(=O)N[C@@H]2CO)cc1,
3697,Cc1ccc(NC2(C(=O)NCCCc3c(C)n[nH]c3C)CCCC2)cc1,
3698,CCc1ccc(-n2c(=O)[nH]c3nc(N4CCSCC4)ncc3c2=O)cc1,
3699,Cc1oncc1C(=O)N1CCOCC2(CCN(c3ccccn3)C2)C1,
3700,CC(C)(C)NC(=O)COc1ccc(CNCCOc2ccccn2)cc1,
3701,Cc1cn2c(n1)CCC(NC(=O)CCOc1ccccc1F)C2,
3702,Cc1oncc1C(=O)N[C@@H]1CN(C2CCC2)C[C@@H]2CCCO[C@@H]21,
3703,CCS(=O)(=O)c1ccc2c(c1)N1CCS(=O)(=O)N=C1O2,
3704,COc1ccc(-c2ccccc2CCN)c(OC)c1OC,
3705,CCN1CCN(c2ccc(CNC(=O)c3sccc3C)cn2)CC1,
3706,CCS(=O)(=O)N1CC[C@H]2C(=O)N(C)C[C@@H](COCC3CC3)[C@H]2CC1,
3707,Cc1ccc(CN(C)C(=O)CN2CCCC(Cn3cncn3)C2)o1,
3708,CN(C)CCNCC1(O)CCCN(Cc2cccc(F)c2F)C1=O,
3709,CC(C)c1noc(CCC(=O)N2CCCC(n3ccnc3)C2)n1,
3710,CCN1Cc2cc(F)ccc2N(C(C)=O)CCC1=O,
3711,O=C(c1nc2c(o1)CN(CC1CC1)C2)N1CCCC1,
3712,Nc1ncc(-c2ccc(NC(=O)[C@@H]3CCCCN3)cc2)cn1,
3713,O=S(=O)(c1ccccc1)N1CCC2(CCCN2CC2CCCC2)C1,
3714,O=C(NCc1nnc2n1CCC2)c1ccc(Br)s1,
3715,Cc1nc(CN2CCCN(C(=O)COCC3CC3)CC2)cs1,
3716,O=C(O)[C@]12CCCN(Cc3ccncc3)[C@@H]1CCN(c1cnccn1)C2,
3717,CC(C)CCN1C(=O)C2(NC(=O)c3ccccc3O2)c2ccccc21,
3718,COc1ncccc1CNC(=O)Nc1cccnc1N1CCCC1,
3719,CC(=O)N1CCC(c2cncc(Cl)n2)CC1,
3720,Cc1[nH]c2ccccc2c1-c1ccnc(NC[C@H](O)CO)n1,
3721,COCCc1nnc(NC(=O)CCCc2ccccc2)o1,
3722,CN(C)CC1(O)CCN(S(=O)(=O)c2ccc(F)c(F)c2)C1,
3723,O=c1oc(-c2cccs2)nn1CC(O)c1ccccc1F,
3724,CC(C)c1cc(C(=O)NCCN2CCCS2(=O)=O)n[nH]1,
3725,CN(C)C(=O)CN1C[C@H]2CCN(C(=O)C3CCCO3)CC[C@H]2S1(=O)=O,
3726,Cc1ccc(CNC(=O)c2c[nH]nc2NC(=O)COCC2CC2)cc1,
3727,CC(C)c1nc(CNC(C(=O)N2CCOCC2)C(C)C)no1,
3728,CC(C)N(C)C(=O)c1ccc(Cl)c(NC(=O)C2CCC2)c1,
3729,c1csc(N2CCCN(Cc3noc(C4CC4)n3)CC2)n1,
3730,Cc1cccc(C2CCCN(C(=O)CN3C(=O)CCNC3=O)C2)c1,
3731,Cc1nc(CC(=O)N2CCCC[C@H](N(C)C)C2)cs1,
3732,Cc1cnc(N2CCC3(CC2)CCN(c2cncnc2)C3=O)nc1,
3733,Cc1cc(C)n(CC(C)NCCn2nc(C)c(Cl)c2C)n1,
3734,COC(=O)C(C)(C)NC(=O)c1cc(COc2ccccc2OC)[nH]n1,
3735,CC(NC(=O)NCc1cccnc1N(C)C)c1ccc(F)cc1,
3736,COCC(=O)N1CCC2(CC(C(=O)NCc3cccnc3)=NO2)C1,
3737,Cc1cc(N2CCC(N(C)C(=O)c3ccccc3)CC2)nc(C)n1,
3738,Cc1ccc2c(cnn2CCC(=O)NCc2csc(C)n2)c1,
3739,CC(C)C1CN(S(C)(=O)=O)CCCN1Cc1ccc(F)cc1,
3740,CCC(Nc1nccc(C2CCCC2)n1)c1ccncc1,
3741,N#Cc1cccc(CNc2cc(CO)ccc2Cl)c1,
3742,CCOC(=O)N1CCN(C(=O)c2cc(OCC)c3ccoc3c2)CC1,
3743,Cc1ccc(N2CCC3(CN(CCO)CCC3(F)F)C2)nn1,
3744,CC(C)c1noc(CN2CCCC2c2noc(C(C)C)n2)n1,
3745,CCNS(=O)(=O)c1ccc2c(c1)c(=O)n(CC)c(=O)n2CC,
3746,CCC(CC)C(=O)NC1CCCc2nc(N3CCOCC3)ncc21,
3747,CCc1ccc(CN2CCC(CNS(=O)(=O)C3CC3)C2)nc1,
3748,CC(CNC(=O)c1ccc(F)cc1Cl)N1CCCC1,
3749,Cc1nc(CN2CCN(c3cc(CCN)ncn3)CC2)cs1,
3750,O=S1(=O)COCCN1CCCOc1ccc(F)cc1,
3751,CNC(=O)[C@@H](c1ccccc1OC)N1CCC[C@H]1C(=O)N1CCC1,
3752,COc1ccc2c(c1)NC(C1CCN(C(=O)C3CC3)CC1)NS2(=O)=O,
3753,CCN1C(=O)CCC12CCN(S(=O)(=O)c1ccc(C#N)cc1)CC2,
3754,c1nnc(Nc2cncc(C3CCCN3)n2)s1,
3755,Cc1ccc(NC(C)(C)c2nnnn2-c2ccc(Cl)cc2)c(C)c1,
3756,CCc1cccc2cc(CNCCOC)c(=O)[nH]c12,
3757,Cc1cc(-c2ccccc2C(=O)O)nc(C2CCCN2S(C)(=O)=O)n1,
3758,CNC(=O)Cc1n[nH]c(-c2cncc(Br)c2)n1,
3759,COCCN1C[C@@H]2[C@@H](OC)CCN(C(=O)Cc3ccccc3)[C@@H]2C1,
3760,O=C(c1ccc2c(c1)OCCCO2)N1CCCC(n2cccn2)C1,
3761,CCCN(CC(=O)NC)C(=O)c1ccc(-c2nc(C)cs2)cc1,
3762,Cc1ccc2cnn(CCC(=O)NCc3c(C)nn(C)c3C)c2c1,
3763,O=C(Nc1cc(Cl)ccc1N1CCCCC1)c1ccccn1,
3764,COc1ccccc1-c1cc(C(=O)N2CCCC2)c2cnn(C)c2n1,
3765,Cc1ncsc1CN1CCO[C@@H]2[C@@H]1CC[C@H]2Oc1ccccn1,
3766,Cc1cnn(CC2CCCN2C(=O)c2cnc3n[nH]c(C)c3c2)c1,
3767,Cc1ccc(S(C)(=O)=O)cc1C(=O)NS(C)(=O)=O,
3768,Cc1nc(C)n(CC2CCCN(Cc3nc(C4CC4)no3)C2)n1,
3769,O=C(c1cccc(NCc2cccc(F)c2)c1)N1CCC(O)CC1,
3770,COC1COC2(CCN(Cc3ccc4c(c3)OCO4)CC2)C1,
3771,CC(C)c1nsc(N2CCn3c(nnc3C(F)(F)F)C2)n1,
3772,O=C(c1ccccn1)N1CCCC(c2ncncc2-c2ccncc2)C1,
3773,COc1cccc(-c2noc(-c3ccc(N4CC(N)C4)nc3)n2)c1OC,
3774,CC(C)CS(=O)(=O)Nc1ccc2c(c1)OCC(C)(C)C(=O)N2C,
3775,Cc1nc2ncccn2c1C(=O)N1CCc2[nH]cnc2C1,
3776,CS(=O)(=O)N1CCOCC2(CCN(C(=O)c3cccnc3)CC2)C1,
3777,CCS(=O)(=O)c1ncc(CN2CCN(C)CC2)n1CCc1ccccc1,
3778,Cc1cccc(CN2C[C@@H]3COC[C@]3(CNC(=O)c3ccccc3)C2)n1,
3779,CCN(CC)CCSc1ncnc2[nH]ncc12,
3780,Cc1nccn1CCC1CCCCN1Cc1ccc(O)cc1Cl,
3781,Cc1nc(C2CCN(c3ccccc3)CC2)no1,
3782,Cc1nnc2n1CCN(Cc1nc(-c3ccoc3)no1)C2,
3783,C=C(C)COc1cccc(C(=O)N(CC)Cc2noc(C)n2)c1,
3784,CCn1cnnc1CN(C)c1nccc(C2CCCC2)n1,
3785,Cc1ccc(-c2nc(C3CCN(C(=O)c4ccnn4C)CC3)no2)cn1,
3786,COCCN1CCN(S(=O)(=O)C2CC2)Cc2ccc(C)nc21,
3787,COCCN(Cc1coc(-c2cccc(Cl)c2)n1)C1CC1,
3788,Cc1cccc(CN2CC[C@H]3[C@H]2CCN3Cc2cnn(C)c2)n1,
3789,COc1ccc(CN2CCC3(CC(=O)N(c4cncnc4)C3)C2)cc1,
3790,CCN(CC)S(=O)(=O)c1ccc(CNc2cc(C)nc(C)n2)cc1,
3791,COC(=O)c1cc(NC(=O)NCC2CCS(=O)(=O)C2)ccc1Cl,
3792,CNc1cc(C2CCCN(C(=O)c3ccc(=O)[nH]n3)C2)ccn1,
3793,CN(C)CC(=O)N1Cc2ncn(C)c2C(COCC2CCOCC2)C1,
3794,Cc1nc(C)c(C)c(N2CCC(NCCOc3ccccc3)CC2)n1,
3795,O=C(Cn1ccc2c(Cl)cccc21)N1CCC2(CC1)OCCO2,
3796,O=C(O)CNc1cc(-c2cc(C(=O)NC3CC3)ccn2)c2cc[nH]c2n1,
3797,CC(C)(NC(=O)c1cnc(-c2ccccc2F)s1)C(N)=O,
3798,c1ncn(CC2CCCCN2Cc2csc(-c3ccsc3)n2)n1,
3799,Cc1ccc(CC(=O)N2CCC(Nc3cccnn3)CC2)s1,
3800,CCN(CC)C1(Cc2cc(CC(C)C)on2)COC1,
3801,Cc1ncsc1CN1C[C@@H]2COC[C@]2(C(=O)NCc2ccccn2)C1,
3802,CN1CCCCC1c1ncc2c(n1)CCN(Cc1ccc(Cl)c(F)c1)C2,
3803,COc1cccc(OC)c1CNC(Cc1ccsc1)c1ccc(C)cn1,
3804,N#CC1(NC(=O)Cc2cc(Cl)c3c(c2)OCCO3)CCC1,
3805,Cc1cc(C(=O)N2CCCC3(COCCN(c4ncccn4)C3)C2)[nH]n1,
3806,COc1ccc(C(NCc2cccc(C#N)c2)C2CC2)cc1,
3807,Cc1cc(CN2CCN(CC(O)c3ccccc3)CC2)no1,
3808,Cc1cc(CN2CCN(C(=O)C(C(C)C)n3cncn3)CC2)on1,
3809,COCC(O)CN(C)c1ccnc2ccc(Cl)cc12,
3810,Cc1cccc(S(=O)(=O)N2C[C@@H]3C[C@H](C(=O)NCC4CC4)[C@H](C2)O3)c1,
3811,Cc1ncc(CNC2CCCN(Cc3noc(C4CC4)n3)C2)s1,
3812,Cc1ccc(N2C(=O)N[C@@H]3CCN(C(=O)C4CCCC4)[C@@H]3C2=O)cc1,
3813,COc1cc(F)ccc1NC(=O)NCCNC(=O)OC(C)(C)C,
3814,CCc1ccc(C(=O)N2CCN(c3nc(C)cc(OC)n3)CC2)o1,
3815,Cc1cc(CNC(=O)C2CCCCN2C(=O)OC(C)(C)C)no1,
3816,COc1cccc(CCNS(=O)(=O)c2ccc(NC(C)=O)cc2)c1,
3817,Cc1nn(C)c(C)c1NC(=O)CCn1ncc2ccc(Cl)cc21,
3818,CC(C)n1cnnc1CN(C)CC1CCCNC1,
3819,COc1ccccc1N1CCC(CNS(=O)(=O)c2cccc(C#N)c2)C1,
3820,CC(=O)N1CCN(c2ccnc3c(F)cc(Br)cc23)CC1,
3821,CC1CCN(c2nc(O)cc(C3CC(=O)N(C4CCCCC4)C3)n2)CC1,
3822,Cc1ccc(CCC(=O)N2CCCC(n3cncn3)C2)c(C)c1,
3823,CC(=O)Nc1nc(SCc2ccc3c(c2)OCO3)ns1,
3824,Cc1c[nH]c(C2CCCN(C(=O)CCc3c(C)n[nH]c3C)C2)n1,
3825,CS(=O)(=O)NC1CCc2[nH]c(=O)ccc2C1,
3826,CC(C)=CCN1CCC2(CC1)CC(=O)N(Cc1cc(F)cc(F)c1)C2,
3827,CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)CSC)c1,
3828,Cc1nn(C)c2cnn(CC(=O)NCc3ccc(F)cc3)c12,
3829,CN(Cc1ccco1)Cc1ccccc1CNC(=O)c1cnc[nH]1,
3830,CC(CO)NC(=O)Nc1ccc(COC2CCCC2)cc1,
3831,Cc1ccc(CN2CC[C@H]3C[C@H](c4nc(C5CC5)cs4)O[C@@H]3C2)o1,
3832,CCOc1ccc(S(=O)(=O)NC(=O)CCC2CCCO2)cc1,
3833,CCCc1nc(CN(C)CC2CCN(CCO)CC2)no1,
3834,O=C(CCn1cnc2cc(F)c(F)cc21)N1CCN2CCCCC2C1,
3835,COCCN1CCN(c2ccc(CN(C)C)cn2)CC1,
3836,Cn1cnnc1C1CCN(C(=O)CCCOCc2ccccc2)CC1,
3837,O=C(NCCc1nnc2n1CCC2)c1ccccc1OC1CCCC1,
3838,Nc1ccnc(N2C[C@@H]3CC[C@H](C2)C(=O)N3CC2CCC2)n1,
3839,CC1CCCN(Cc2csc(-c3ncccn3)n2)CC1,
3840,CCCn1c(C)c(CC(=O)N[C@H](C)C(=O)OC)c2c1CC(C)(C)CC2=O,
3841,CCC(CC)CN1CCCn2nc(CNC(=O)COC)cc2C1,
3842,CN(Cc1ccc(F)cc1)[C@@H]1CN(S(=O)(=O)N(C)C)C[C@H]1O,
3843,Cn1ncc(C2CC(=O)NCc3nc4ccccn4c32)c1C1CC1,
3844,CNC(=O)[C@@H](C1CCCCC1)N1CCC[C@H]1C(=O)NC1CC1,
3845,COCC1CCN(CCOc2ccc(C#N)cc2OC)CC1,
3846,CC(C(=O)NC1CC1)S(=O)(=O)c1cc2c(cc1Cl)OCCO2,
3847,Cc1nn(C)c(Cl)c1C1CCCN1C(=O)c1cc[nH]n1,
3848,CS(=O)(=O)c1cncnc1C1CCCN(C(=O)Nc2ccccc2F)C1,
3849,CCc1oc(C(=O)NCCc2cc(O)nc(C)n2)cc1CN1CCCC1,
3850,CC(C)[C@@H]1CN(c2ccc(C(F)(F)F)cn2)C[C@H]1NS(C)(=O)=O,
3851,CC(=O)Nc1ccc(OCc2noc(C(=O)N3CCCC3)n2)cc1,
3852,Cc1nnc(SCCC(=O)N(C)Cc2ccc(Cl)s2)[nH]1,
3853,CN1CCN(c2ncnc3c2CCN(c2ncc(F)cn2)CC3)CC1,
3854,CN(Cc1ccccc1)C1(C(=O)NCC(N)=O)Cc2ccccc2C1,
3855,c1cn(CC2CCOCC2)c(-c2cc(CN3CCCC3)cs2)n1,
3856,Cc1cccc(N(C)S(=O)(=O)c2cc(C(=O)O)cs2)c1C,
3857,CCSc1ncc(CN2CCN(c3ccc(C#N)cc3)C(=O)C2)cn1,
3858,Cc1cccc(CN(Cc2ccccn2)S(=O)(=O)N(C)C(C)C)c1,
3859,CC(Oc1ccccc1C(F)(F)F)C(=O)NCC(N)=O,
3860,O=C(NCc1ccncc1)NCC(O)c1cccc(C(F)(F)F)c1,
3861,CN(C)CCO[C@H]1CN(Cc2ccco2)[C@@H]2COC[C@@H]21,
3862,CC(C)(C)C(=O)N1CCC(c2nc(O)cc(-c3ccccn3)n2)CC1,
3863,O=C1COC[C@H]([C@H](O)c2ccc(NC(=O)c3cccnc3)cc2)N1,
3864,N#Cc1ccc(OCC(O)CN2CCc3cncnc3C2)cc1,
3865,O=C([C@H]1COC[C@H]2CN(Cc3ccco3)C[C@H]21)N1CCCO1,
3866,Cc1nn(-c2ccccc2)c(C)c1CNC(=O)NC1CC(=O)N(C)C1,
3867,CCOCC(O)CN1CCN(C(=O)c2cccc(OC)c2)CC1,
3868,Cc1ccc2c(c1)C1(CCNCC1)CN2C(=O)C(C)C,
3869,CC(CCN1CCCn2nc(CNS(C)(=O)=O)cc2C1)c1ccccc1,
3870,CC(C)CN1CCC(c2nc3ccc(NC(C)C)cn3n2)CC1,
3871,Cc1noc(C)c1CN1CC[C@H]2[C@@H]1CCC(=O)N2CC1CCOCC1,
3872,CCc1cc(N(C)Cc2c(C)nn(C)c2C)n2nccc2n1,
3873,CN1CCC(N[C@@H]2CO[C@H](CNC(=O)c3cccs3)[C@H]2O)CC1,
3874,COCCN(Cc1cccs1)c1nc(CCN)nc2ccccc12,
3875,Cc1cccc(C(C(=O)NCCc2nc(C)cc(=O)[nH]2)N(C)C)c1,
3876,Cc1cccc(C)c1OC1CN(C(=O)C2CCN(C(=O)N(C)C)CC2)C1,
3877,CN(C)CCn1c(=O)oc2ccc(NC(=O)N3CCCCCC3)cc21,
3878,COc1c(C2CCCN2c2ncnc3ccsc23)c(C)nn1C,
3879,CCC(NC(=O)NCc1cccc(N(C)C)n1)c1ccccc1OC,
3880,CC(Oc1ccccc1)C(=O)N1CCCN(Cc2cscn2)CC1,
3881,CCOc1cc(NC(=O)C2CC(=O)N(c3cccc(OC)c3)C2)ncn1,
3882,Cc1nc(C(=O)N(C)CC2CCCO2)nn1-c1ccccc1C(C)C,
3883,O=C(NCC1CCCCO1)c1ccc(-c2cccs2)[nH]c1=O,
3884,CC(Cn1cncn1)NC(=O)NCc1csc(N(C)C)n1,
3885,Cn1cc(S(=O)(=O)NCC2CCN(C(=O)Oc3ccccc3)CC2)cn1,
3886,Cc1ccccc1N1CCN(C(=O)CCc2nncn2C)C(C)C1,
3887,CCn1cc(NC(=O)C(C)n2ncc(Cl)c2C)c(C(=O)OC)n1,
3888,O=C(c1ccc2nncn2c1)N1CCSC2(CCCCC2)C1,
3889,O=C(NS(=O)(=O)c1cccnc1)C1CC(c2ccccc2)=NO1,
3890,C[C@@H](CO)Nc1cc(-c2cn[nH]c2)ncn1,
3891,CC(O)c1cccc(OCc2ccon2)c1,
3892,O=C(NCC1CCOC1)c1cc(-c2ccc(Cl)cc2)n[nH]1,
3893,CN(Cc1nccs1)C1CCN(c2ncccn2)CC1,
3894,CS(=O)(=O)N[C@@H]1CN(Cc2ccco2)C[C@@H]2CCCO[C@@H]21,
3895,CC1CN(C(=O)CN(Cc2ccccc2Cl)C2CCCC2)CCO1,
3896,CCS(=O)(=O)NCCNC(C)(C)c1nc(C)cs1,
3897,CCCSc1ncccc1C(=O)NCc1ccc(N(C)C)cc1,
3898,O=C1OCCN1Cc1nc(C2(c3ccc(F)cc3)CCOC2)no1,
3899,CN1CCN(Cc2cn3c(n2)CN(C(=O)N2CCOCC2)CC3)CC1,
3900,Cn1cc(C2CCCN2C(=O)COC2CCCCC2)cn1,
3901,N#Cc1cccnc1N1CCCN(C(=O)CCc2nccs2)CC1,
3902,CCn1cc(CN2CCN(CC(O)c3ccc(C)cc3C)CC2)cn1,
3903,CC(Cc1ccco1)NC(=O)Nc1ccc(N2CCOCC2)nc1,
3904,COc1ccccc1-n1nc(CC(C)C)nc1Cc1nnc(N)s1,
3905,Cn1c(C2CC2)nc2cc(NC(=O)C3(O)CCCC3)ccc21,
3906,CC(C)C(=O)N1CCCC([C@@H]2C[C@H](C(F)F)n3ncnc3N2)C1,
3907,Cc1ccc(C(=O)O)c(N2CC(C)(C)[C@@](C)(O)C2)n1,
3908,O=C(NC1CCCc2c1[nH]c1ccc(F)cc21)c1n[nH]c2c1CCCC2,
3909,O=C1OCCC1N1CCN(c2ccccn2)CC1,
3910,CCN(CC1CCOC1)C(=O)NCc1nnc2n1CCCCC2,
3911,CN(C)C(=O)c1ccccc1NC(=O)N[C@@H]1c2ccccc2C[C@@H]1O,
3912,Cn1cnc(S(=O)(=O)NCC2(O)CCOc3ccccc32)c1,
3913,CC(Cc1cnccn1)NC(=O)COc1ccc(F)cc1F,
3914,Cc1nc(CN2CCC3(CC2)NC(=O)CC3c2ccccc2)cs1,
3915,CN1C(=O)CC[C@@H]2N(C(=O)CCc3cccnc3)CCCC[C@@]21C,
3916,Cn1cccc1C(=O)N1C[C@@H]2CCCO[C@@H]2[C@H](N2CCOCC2)C1,
3917,CCc1nnc2n1CCN(C(=O)c1ccc3c(c1)NC(=O)CO3)C2,
3918,O=C(CCC(=O)NCc1cccc(Br)c1)NCCN1CCCC1,
3919,CC(C)N1CCOCC2(CCCN(C(=O)CCc3cccnc3)C2)C1,
3920,c1cc(CNCc2cccc3c2OCCCO3)cc(Cn2cncn2)c1,
3921,Cc1cccc(OCC(=O)N(C)C2CCN(CC3CCOC3)CC2)c1,
3922,Cc1nn(C)c(C)c1NC(=O)c1cccc(CN2CC[C@H](O)C2)c1,
3923,Cc1cccc(C(=O)N2CCN(S(C)(=O)=O)[C@@H](C)C2)c1C,
3924,CC(NS(C)(=O)=O)C(=O)N1CCCN(Cc2cscn2)CC1,
3925,CCC(C)(C)NC(=O)CN1C=Nc2ccccc2S1(=O)=O,
3926,O=C(NCCc1c[nH]cn1)C1CCCN(Cc2ccco2)C1,
3927,Cc1ccc(S(=O)(=O)N2C[C@@H]3[C@@H](C[C@H]3NC(=O)C(C)(C)C)C2)cc1,
3928,COCc1nc2cc(NCc3csc(C)n3)ccc2o1,
3929,Cc1ccc(CN2CCN(C(=O)CCc3nc(Cl)n[nH]3)CC2=O)cc1,
3930,CCc1ncc2c(n1)CN(CC1CCCCO1)CC2,
3931,CCC(C)c1csc(NC(=O)Cc2csc(-c3nnc[nH]3)n2)n1,
3932,Cc1ccc(CN2CCc3c(COCC4CC4)nn(C)c3C2)s1,
3933,CCS(=O)(=O)N1CCCC2(COCCN(c3ccccn3)C2)C1,
3934,CC(=O)N1CCN(c2ccccc2CNc2cc(F)cc(F)c2)CC1,
3935,CC(C)c1cc(C(=O)N2CCCC(Cn3cc(CO)nn3)C2)on1,
3936,O=S(=O)(CCCN1CCCC1Cn1cccn1)c1ccccc1,
3937,CCOCCN(C)C(c1cccnc1)c1ccc(F)cc1F,
3938,Cc1[nH]c2ccc(CNC(=O)c3ccc(CN4CCCC4)o3)cc2c1C,
3939,CC(O)CC(C)(C)CNS(=O)(=O)c1cccc(Cl)c1C#N,
3940,COc1cnc(C2(O)CCN(C(=O)c3ccco3)CC2)c(OC)n1,
3941,O[C@@]1(c2ccccn2)CC[C@H]2CN(Cc3ccccn3)C[C@H]21,
3942,Cc1cnc(CN(C)C2CCN(CC(=O)Nc3nccs3)C2)o1,
3943,Cc1cc(N2CCCC2)nc(CNS(=O)(=O)Cc2ccccc2)n1,
3944,Cc1nc(C2CCCN2CCC(=O)N2CCc3ccccc32)no1,
3945,CN(Cc1ccncn1)C(=O)c1cccc(CCC(C)(C)O)c1,
3946,Cc1cccc(-c2nccnc2C2CCCN(C)C2)c1,
3947,CCc1ncc2c(n1)CN(Cc1nc(-c3ccccn3)no1)CC2,
3948,CC(=O)N1CCOC2(CCN(C(=O)c3cnoc3C)CC2)C1,
3949,CCN(C)Cc1cccc(CNC(=O)CSCc2ccncc2)c1,
3950,O=C(NCCc1ccccc1Cl)NCC1(O)CCSC1,
3951,Cn1c(=NC(=O)CSCC(=O)Nc2nccs2)sc2ccccc21,
3952,Cc1c(C(=O)O)oc2ccc(I)cc12,
3953,O=C(Nc1ccccc1)[C@H]1C[C@H]2CN(C(=O)Nc3ccccc3)C[C@@H]1O2,
3954,CN1CCCC2(CC1)CCN(C(=O)CCc1ccccc1O)CC2,
3955,COc1ccc(NC2CCN(CCc3ccccc3)CC2)cc1OC,
3956,O=C(COc1ccccc1)N1CCC[C@]2(C[C@@H](OCC3CC3)CO2)C1,
3957,Cc1nc(CN2CCCCC2CCc2cccs2)co1,
3958,CCC(CO)N(Cc1ccncc1)Cc1c[nH]nc1-c1ccc(F)cc1,
3959,O=C1CN(c2ccc(CNC(=O)NCCO)cc2)CCN1,
3960,Cc1cnn(CCNCC(O)COc2cc(Cl)ccc2Cl)c1,
3961,CC(=O)Nc1nc(C(=O)N2CCCC(n3cncn3)C2)cs1,
3962,CC(=O)c1cc(C(=O)N2CCC3(CC2)Nc2ccccc2NC3=O)cs1,
3963,Cc1ccc(Sc2ccc(N3CCC(C(=O)O)CC3)nn2)cc1,
3964,O=C(c1ccon1)N1CCCC(n2cncn2)C1,
3965,O=C(NCc1nc(-c2ncccn2)no1)c1ccc(C2CCCO2)s1,
3966,O=C(Nc1ccc(-c2nc3c([nH]2)CCNC3)cc1)N1CCCC1,
3967,Cn1cnc2cc(C(=O)NS(=O)(=O)CC3CCCC3)ccc21,
3968,CC1(C)CN(CC(F)(F)F)CCN1CC(=O)N1CCCCC1,
3969,O=C(c1cnccn1)N1CCN(Cc2cscn2)CC1,
3970,Cc1nccn1CC1CCCN(S(=O)(=O)c2cnn(C)c2)C1,
3971,O=C(c1ccc(-c2ccccc2)[nH]c1=O)N1CCCn2ncnc21,
3972,O=C(Nc1cccnc1)[C@H]1CN(Cc2ccco2)C[C@H]2OCC[C@H]21,
3973,O=C(CCCNC(=O)NCC1CCCO1)Nc1ccc(Cl)cc1,
3974,COCc1nc(Cn2ncn3cccc3c2=O)no1,
3975,Cc1cnn(CC2CCCCN2Cc2cc(C)on2)c1,
3976,Cc1nc([C@@H]2C[C@H]3CN(Cc4scnc4C)C[C@H]3O2)no1,
3977,CC(NC(=O)N(C)CCCOc1ccc(F)cc1)c1nncn1C,
3978,Cc1ccc(C(=O)N2CCCc3c(c(=O)n(C)n3C)C2)o1,
3979,O=C(NC[C@]12COC[C@H]1CN(CC1CCOCC1)C2)c1ccccc1,
3980,CCc1cc(CN(C)C(=O)c2cnc3c(c2)nc(N)n3CC)on1,
3981,CCC(=O)c1cccc(S(=O)(=O)NC(C)C#N)c1,
3982,COc1ccccc1CNC(Cc1cccs1)c1nc(C)c(C)s1,
3983,CC(C)OC(=O)c1ccc(Cl)c(NC(=O)NCCN2CCOCC2)c1,
3984,CN(CCc1ccccn1)C(=O)C(O)c1ccc(Br)cc1,
3985,CN(C)c1cc(CNC(=O)c2cccnc2O)ccn1,
3986,COc1cc(N2C[C@H]3OCC[C@H]3[C@H](C(=O)N3CCCC3)C2)ncn1,
3987,COCCSCC(=O)NC1(c2cccc(Br)c2)CC1,
3988,CC(C)Cc1nc(CN2CCCC2Cn2cncn2)no1,
3989,CS(=O)(=O)N1CCC(c2nc3ccc(-c4cccc(F)c4)cn3n2)CC1,
3990,CN(CC1CCC1)C(=O)c1ccc(-c2nc(C3CC3)n[nH]2)cc1,
3991,COCc1nc(C(=O)NS(=O)(=O)c2cc(C)ccc2C)cs1,
3992,Cc1nccc(N2CCCC2CCNS(C)(=O)=O)n1,
3993,Cc1cc(N(Cc2ccccc2F)C2CC2)n2nc(C(F)(F)F)nc2n1,
3994,CCc1nnc(CN2CCOC(Cn3cccn3)C2)o1,
3995,O=C(NCc1ccco1)N1CCC(n2ccc(C(F)(F)F)n2)CC1,
3996,O=C(NCC1(O)CCc2ccccc2C1)c1cccs1,
3997,COc1ccc(-c2nnc([C@H]3CCN(C4CCC4)C3)o2)cc1,
3998,CC(C#N)(NC(=O)Cn1cc(I)cn1)C1CC1,
3999,Cc1cnn(CC2CCCN2C(=O)CCCc2nc(C)no2)c1,
4000,CN(C)C(C(=O)NCC(F)(F)F)c1cccc(F)c1,
4001,Cc1cnn(CC2CCCN2C(=O)Cc2cccs2)c1,
4002,CC(C)c1nc2c(n1C)CCN(Cc1nc(-c3ccoc3)no1)C2,
4003,Cc1cc(Nc2nc(C)cs2)nc(C2CCCCN2CCO)n1,
4004,Cc1cc(F)ccc1N1CCCC(NC2CCOCC2)C1=O,
4005,CCCN(Cc1nc2ccccc2[nH]1)Cc1ccccc1OC,
4006,COc1ccc(N2CCN(C[C@@H](C)CO)CC2=O)cc1,
