,Smiles,Hit
20993,O=C(CN1CCCC(c2ccn[nH]2)C1)Nc1nc2c(s1)CCCC2,Yes
21012,Cc1cn2c(n1)C(CNCC1=Cc3ccccc3OC1)CCC2,Yes
21089,c1cc2c(cc1CN1CC[C@H]3CO[C@H](CN4CCCC4)[C@H]3C1)OCO2,Yes
21127,CC(NCCc1nccn1Cc1ccccc1)c1ccsc1,Yes
21178,CC(C)CN1CCCC2(CCN(c3ccccn3)C2)C1,Yes
21283,c1ccc(CN2CCCC3(CCN(Cc4cccs4)C3)C2)nc1,Yes
21356,CN(C)CCN(Cc1cccnc1)C(=O)c1ccn(-c2ccccc2)n1,Yes
21604,CCC(=O)NCC(c1ccc(SC)cc1)N1CCc2sccc2C1,Yes
21769,COCCNc1nc2c(c(NCCc3cccs3)n1)CCNCC2,Yes
21845,Cc1nc(CN)cc(N2CCC(O)(c3ccc(Cl)cc3)CC2)n1,Yes
21882,CN1CCC(NCC(O)c2cccc(OCc3ccccc3)c2)CC1,Yes
21897,Cc1cc(N(C)CCOc2ccccc2F)nc(N)n1,Yes
21990,CCN(CC)S(=O)(=O)N1C[C@@H](c2ccccc2)[C@H]2[C@H]1CCCCCN2C,Yes
22009,Cc1sc2nc(CCN)nc(N(CCN(C)C)CC3CCCO3)c2c1C,Yes
22086,Nc1ncc(-c2ccc(C(F)(F)F)cc2)c(C2CCCNC2)n1,Yes
22144,CN(C)CCCn1ccnc1C1CCCN(c2ncc(Cl)cc2F)C1,Yes
22171,COc1ccccc1CNC(C)c1ccc(-n2ccnc2)cc1,Yes
22177,N#Cc1cccc(CN2CCn3cc(Cn4cccn4)nc3C2)c1,Yes
22206,Fc1ccc(Sc2ccccc2CNC2=NCCN2)cc1,Yes
22233,CCc1ccc(C2c3nc[nH]c3CCN2Cc2nccn2CC)nc1,Yes
22279,CCn1cc(CN2CCCC(COc3ccccc3F)C2)cn1,Yes
22385,CCN1CCN(c2ccc(F)cc2C(C)NCc2ccccn2)CC1,Yes
22406,Fc1cccc(F)c1Cn1c(C2CCNCC2)cc2cccnc21,Yes
22445,CC(NCC1CCN(CCO)CC1)c1ccc(F)c(Cl)c1,Yes
22468,CC(NCCc1nccn1Cc1ccccc1)c1cccs1,Yes
22476,O=C(C1CNCCO1)N1CCCC(c2ccccc2)(c2ccccc2)C1,Yes
22500,O=C1CN(C(=O)c2ccc(F)cc2)CC(O)CN1Cc1cccs1,Yes
22559,CNS(=O)(=O)c1cccc(C(C)NCc2ccccc2OC)c1,Yes
22589,CC1(c2ccccc2)CCCN(Cc2cncn2C2CCCC2)C1,Yes
22618,Cc1ncc(CNCCO)c2cc(C(=O)c3ccc(Br)cc3)oc12,Yes
22652,COc1c(C)cnc(CN(C)C2CCCCC2)c1C,Yes
22696,Cc1cccc(Nc2ccc(C3CCCCN3)cn2)n1,Yes
22702,CCOc1ccc(Cl)cc1C1CCCN1,Yes
22719,CCCOc1ccccc1CN[C@@H]1CCC[C@H]1Cc1cc(C)no1,Yes
22720,O=C1CCC2(CCN(Cc3ccc(F)cc3)CC2)N1CCN1CCCC1,Yes
22798,CCc1c(C)sc2ncnc(N3CC[C@@H](N4CCC(O)CC4)[C@H](O)C3)c12,Yes
23030,COc1ccc(CN2C[C@H]3CCC[C@@H](CN(C)C4CC4)[C@H]3C2)cn1,Yes
23046,CC(CNC(=O)c1cc(Cl)ccc1I)N1CCCC1,Yes
23251,Cc1nnc(NC(=O)CN2CCCC(c3ccn[nH]3)C2)s1,Yes
23270,N#CC1CCCN(c2nc(-c3ccccc3)nc3c2CCNCC3)C1,Yes
23295,O=S(=O)(NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCCC1)c1ccc(Cl)cc1,Yes
23485,Cc1cc(S(=O)(=O)NCC2CNCCOC2)c(C)cc1Cl,Yes
23590,CC(C)C[C@H](N)COc1cccc(F)c1Oc1ccccc1,Yes
23644,COCC1CC2(CCN(Cc3cccc(C#N)c3)CC2)CN1C(C)C,Yes
23710,NCC1Cc2cc(Cl)cc(-c3cncc(C(=O)N4CCCCC4)n3)c2O1,Yes
23712,NCC1Cc2cc(-c3nccc(N4CCC(O)CC4)n3)cc(F)c2O1,Yes
23750,CN1CCC2(CCCN(c3nccc(C(F)(F)F)n3)C2)CC1,Yes
23799,c1ccc(Oc2nccc3occc23)c(CN2CCCCC2)c1,Yes
23819,COc1ccc(CC(C)(O)CNC(=O)c2cccs2)cc1,Yes
23826,Cc1noc(C)c1CN1CCCC2(CCN(CC3CCCC3)C2)C1,Yes
23881,CC(Nc1ncnc2c1CCNC2)c1ccc2c(c1)CCCC2,Yes
23925,CCCC1CCCN(Cc2csc(-c3ncccn3)n2)CC1,Yes
23949,Cc1cnccc1NCCNC1CCN(CC(C)C)CC1,Yes
23952,Cc1ccc(C)c(OCCNC(=O)[C@@H]2CCCCN2)c1,Yes
24119,Cc1ccc(C(O)CN2CCN(Cc3nccn3C)CC2)cc1C,Yes
24123,Clc1ccc(C2(CNC3=NCCN3)CCCC2)cc1,Yes
24138,CC(C)CN1CCC(NCCNc2cccnc2)CC1,Yes
24187,CCCOc1ccc2ccccc2c1CN1CC[C@@]2(O)CCNC[C@H]2C1,Yes
24256,Cc1ccc(CN2CCC3(CC2)CCN(Cc2ccoc2)CC3)cc1,Yes
24421,COCCN(CC1CC1)c1nc(CCN)nc2sc(C)c(C)c12,Yes
24432,CCN1c2ccc(-c3cncn3CCCn3ccnc3C)cc2CC1C,Yes
24468,O=C(c1ccccc1)C1CCN(Cc2cc3c(cc2O)CCC3)CC1,Yes
24481,CC(C)=CCN1CCC2(CC1)c1ccccc1[C@@H](N1CCSCC1)[C@@H]2O,Yes
24524,COc1ccc(C2Nc3cc(Cl)ccc3C3=NCCN32)cc1OC,Yes
24639,CN1CCCCC1c1ncc2c(n1)CCN(CCCc1ccccc1)C2,Yes
24697,CN1[C@H]2CC[C@@H]1CCN(C(=O)c1ccc(-c3ccccc3)[nH]1)C2,Yes
24711,CCC(CNC(=O)CNC(C)=O)Oc1cccc(F)c1,Yes
24729,COCCC1(CNC(=O)Nc2ccnc(C)c2)CCCC1,Yes
24734,CN(C(=O)c1ccon1)[C@@H]1CCC[C@@H](Oc2ccccc2)[C@@H]1O,Yes
24810,CCOc1c(Br)cc(C2c3c(n[nH]c3C)N=C3COC(=O)C32)cc1OC,Yes
24863,Oc1ccc(Cl)cc1CNCc1cccc(C(F)(F)F)c1,Yes
24919,COc1cccc(CNCc2ccc(F)cc2Cl)c1O,Yes
24955,CCOc1c(Cl)cc(Cl)cc1CNCCCn1ccnc1,Yes
25036,O=C(NCCCN1CCCCC1)c1ccc(-n2ccc3ccccc32)s1,Yes
25321,Cc1cnn(CCNCc2csc(-c3ncccn3)n2)c1,Yes
25336,Fc1ccc(F)c(CN2CCC(c3cc4ncccc4cn3)CC2)c1,Yes
25501,Cc1cc(CN2CCC(CNS(=O)(=O)c3ccc(Br)s3)CC2)c(C)o1,Yes
25531,CCc1[nH]c2c(CNc3cc(C)nc(NC)n3)cc(C)cc2c1C,Yes
25543,CN(Cc1ncc(C(C)(C)C)o1)CC1CCCN1c1cccnn1,Yes
25546,Oc1cc(C2CCCCN2Cc2cccs2)nc(-c2ccccn2)n1,Yes
25672,COc1cccc(CN(C)Cc2[nH]c3ccccc3c2C)c1O,Yes
25673,Cc1nc(C2CCNCC2)cc(N(C)Cc2cc3cc(F)ccc3[nH]2)n1,Yes
25704,Cc1cc(N2CCC(NC(C)Cc3ccsc3)CC2)nc(C)n1,Yes
25781,CCC1CN(CC(=O)NCCN(CC)CC)c2ccccc2S1,Yes
25808,Fc1ccc2c(c1)C1(CCNCC1)CC2NC1CC1,Yes
25931,CNC(C)Cc1ccccc1Sc1ccc(O)cc1,Yes
26003,O=C(c1c[nH]c2ncccc12)N(Cc1ccco1)C1CCCC1,Yes
26121,CC(C)(NCc1cccc(O)c1)c1ccc2c(c1)OCO2,Yes
26351,O=S(=O)(c1cccc(Cl)c1)N1C[C@@H]2CCN[C@@H]2C1,Yes
26624,c1cnnc(N2CCCC2CNc2ncnc3ccccc23)c1,Yes
26651,Cc1cn2c(n1)C(CNCc1ccc(C)s1)CCC2,Yes
26749,CN1CCC(C2CCN(Cc3cccc(-n4cccn4)c3)CC2)C1,Yes
26848,CO[C@H]1CCN(Cc2cccc(C)n2)[C@@H]2CN(Cc3cccnc3)C[C@H]12,Yes
26870,O=C(CCN1CCCC(CO)(CC2CC2)C1)NCc1cccc(Cl)c1,Yes
26889,Cc1cc(NCCN)nc(-c2ccccc2O)n1,Yes
26896,CCn1cc(CN2CCCC(COc3ccc(F)cc3)C2)cn1,Yes
26918,Cc1nn(C)cc1C1=NS(=O)(=O)N(C)C(C(=O)Nc2ccc(Br)cc2)=C1,Yes
26990,Cc1nc(-c2cccc(N3CCC(N4CCCC4)CC3)c2)cs1,Yes
27000,CCCOc1cc(Cl)c(CN2CCNC(C(=O)NC3CC3)C2)cc1OC,Yes
27029,Cc1ccc(CN(c2cc(C)nc3nc(C(F)(F)F)nn23)C2CC2)cc1,Yes
27038,COc1cc(C(C)NCc2ncccc2C)ccc1SC(F)F,Yes
27055,Cc1ccc2c(n1)N(CCn1cccn1)CCN(CC1CC1)C2,Yes
27163,CCC1CN(CC(=O)NCCN2CCCCC2)c2ccccc2S1,Yes
27214,c1ccc(N2CCCC3(CCN(Cc4ccsc4)C3)C2)nc1,Yes
27252,CN(C)CCN1CCC2[C@@H]1CCN2Cc1ccc2c(c1)OCO2,Yes
27340,COc1cccc(CNCc2cccc(Cl)c2)c1O,Yes
27369,NC1CCc2nc(-c3ccncc3)nc(Nc3cccc(F)c3)c2C1,Yes
27543,CCc1noc(C)c1C(=O)NCC(c1ccc(C)cc1)N(C)C,Yes
27568,CC(C)(C)c1cc(CN2C[C@@H]3CC[C@H]2CN(Cc2ccccn2)C3)n[nH]1,Yes
27596,COc1cc(C2c3c(n[nH]c3C)N=C3COC(=O)C32)cc(Br)c1O,Yes
27639,CN(C)C1Cc2ccccc2N(S(=O)(=O)c2cccc(C#N)c2)C1,Yes
27648,CN[C@@H]1CCC[C@@H](Oc2ccccc2Oc2ccc(C)cc2)[C@@H]1O,Yes
27652,Cc1c(C(C)NCC2CCCC2)cnn1-c1ccc(F)cc1F,Yes
27669,CCC(C)N(Cc1ccc(C)cc1)Cc1c[nH]c(C)n1,Yes
27729,Cc1nc(CN2CCCC(NCCc3ccccc3Cl)C2)no1,Yes
27819,COc1ccc(F)c(CN2CCCC(O)(CNC3CCCCC3)C2=O)c1,Yes
27948,CC(C)Nc1nc2c(c(NC3CC3)n1)CCN(Cc1nccn1C)CC2,Yes
27957,Cc1ccc(CNC2CC3(CCN(CCO)CC3)c3ccccc32)s1,Yes
28149,COc1cccc(CNCc2cccnc2-n2cccn2)c1OC,Yes
28219,Cc1cccc(C)c1Nc1noc2c1CN(C(=O)c1ccn(C)n1)CC2,Yes
28346,CN(Cc1cccc(F)c1)C(=O)CS(=O)(=O)Cc1c(Cl)cccc1Cl,Yes
28374,CC(O)CN1CCC(CNCc2cccc(C(F)(F)F)c2)CC1,Yes
28413,CN(C)Cc1cc(C2CCCCN2S(=O)(=O)c2cccc(Cl)c2)nn1C,Yes
28526,O=C(c1scc2c1OCCO2)N1CCOC(CCc2ccccc2)C1,Yes
28531,CC(O)CN1CCC(CN(C)Cc2cc(F)cc3cccnc23)CC1,Yes
28610,CC1(C)CN(C(CNC2=NCCN2)c2ccc(Cl)cc2)CCO1,Yes
28709,CCOc1ccc(CNCCCn2ccnc2)cc1Br,Yes
28880,COc1cccc(CNCc2ccc(F)c(Cl)c2)c1O,Yes
29305,COc1ccc(-c2ccccc2CCN)c(OC)c1OC,Yes
29411,COc1cccc(OC)c1CNC(Cc1ccsc1)c1ccc(C)cn1,Yes
29461,CN(C)CCNC(=O)c1ccn(-c2ccc3ccccn23)n1,Yes
29463,CCCn1nc(C)c(-c2cncn2CC2(N(C)C)CCC(C)CC2)c1C,Yes
29534,Fc1ccc(COCC2CCN(Cc3ccccn3)CC2)cc1,Yes
29600,CCOC(=O)C1(Cc2ccccc2)CCCN(Cc2nccn2CC)C1,Yes
29652,Cc1cc(CNc2nccc(N)n2)c2[nH]c(C)c(C)c2c1,Yes
29685,Fc1ccc2c(C3=CCN(Cc4nnc(C5CCC5)o4)CC3)c[nH]c2c1,Yes
29709,CN1CCCC(c2cncc(-c3cccc(C(F)(F)F)c3)n2)C1,Yes
29852,Cc1cc(C)c(N(CC(O)CNCc2ccccc2)S(C)(=O)=O)c(C)c1,Yes
29934,Cc1nccn1CCN(C)c1nc(-c2ccc(Cl)cc2)nc2c1CNC2,Yes
29939,Cc1nc2sccn2c1CN(CCCN(C)C)Cc1ccco1,Yes
29972,CCNc1ccnc(CN2CCCC2C(=O)Nc2nccs2)c1,Yes
30098,Cc1cc2nc(-c3cn(C4CCNCC4)nn3)[nH]c2cc1C,Yes
30175,CCc1nccn1CCNC1CCN(c2nc3ccc(Cl)cc3s2)CC1,Yes
30178,CN(C)CCN(C)C(=O)Cn1cccc2cc(-c3ccc(F)cc3)nc1-2,Yes
30334,COc1ccc(C(=O)C2CCCN(CCc3ccccc3)C2)c(OC)c1,Yes
30594,CC(=O)N(c1ccc(F)cc1)c1nc(CN2CCCC2C(C)C)cs1,Yes
30609,CCOc1ccc2ccccc2c1CNCC1CCS(=O)(=O)C1,Yes
30633,Cc1cc(CN2CCc3nc(N4CCOCC4)nc(O)c3CC2)c(C)s1,Yes
30848,Cn1ncc2c(NC3CCSC3)nc(-c3ccncc3)nc21,Yes
30867,NC(=O)C1CN(C(=O)Nc2cc(Cl)cc(Cl)c2)CCO1,Yes
30896,CCOC(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21,Yes
30997,CCc1cnc(N)nc1NC(C)c1ccc(C)c(C)c1,Yes
31001,Clc1cccc(C(NCc2ncc[nH]2)c2ccccn2)c1,Yes
31033,COc1ccc(CNC(Cc2ccsc2)c2ncccc2C)cc1OC,Yes
31235,Clc1ccccc1CCN1CCN(c2ccc3nncn3n2)CC1,Yes
31329,Cc1ccc(NCCCNC(=O)C2CCCN(Cc3ccco3)C2)nc1,Yes
31405,C1CCC(c2nc3c(c(N4CCN5CCCC5C4)n2)CCNCC3)C1,Yes
31472,Cc1cc2n(n1)CC(CNC1CCN(Cc3ccccc3C)CC1)CN2,Yes
31576,CCN(C)C[C@@H]1CN(Cc2cccc(Cl)c2)C[C@@H]1CO,Yes
31601,C=Cn1cc(CN2CCN(CC3(c4ccccc4)CC3)CC2)c(C)n1,Yes
31796,CC(C)c1nc(CNCC2CCCN2c2cccnn2)cs1,Yes
31815,CC(C)N(Cc1ccccn1)Cc1nc2c(cnn2C)c(=O)[nH]1,Yes
31872,CN(Cc1ccco1)C[C@H]1OC[C@@H]2CCN(Cc3ccccn3)C[C@H]12,Yes
32012,CC(NCC1(N(C)C)CCOCC1)c1ccc(Cl)cc1,Yes
32044,CC(C)(C)CNCC1(O)CCCN(Cc2ccccc2F)C1=O,Yes
32062,CC(NC1CCCC1)c1ccccc1-n1cccn1,Yes
32327,COc1c(C)cnc(CN2CCC(N(C)C(C)C(N)=O)CC2)c1C,Yes
32391,OCCCN1CCc2[nH]nc(C(c3ccccc3)c3ccccc3)c2C1,Yes
32422,CSc1cccc(CN(C)C(=O)c2cccc(C3CCCNC3)c2)c1,Yes
32459,Clc1cc(Cl)cc(CN2CCC(NCc3ncc[nH]3)CC2)c1,Yes
32584,Cc1ccsc1CNCC1CCCN1c1cccnn1,Yes
32628,CCN1CCN(S(=O)(=O)c2cc(Cl)c(Cl)cc2C)CC1,Yes
32649,OC1(c2ccc(F)cc2)CCN(Cc2ccccc2N2CCCC2)CC1,Yes
32687,CN(Cc1cc(F)cc2cccnc12)CC1CCN(CCO)CC1,Yes
32732,Cc1nc(CN2CCCC2Cn2ccnc2C(C)C)nc2ccccc12,Yes
32802,OCCN1CCC(CNCc2ccccc2OC(F)(F)F)CC1,Yes
33009,Cc1cnn(CCNCc2csc(-c3ccsc3)n2)c1,Yes
33070,CN1CCn2c(-c3cccc(F)c3)cnc2C12CCN(CC1CC1)CC2,Yes
33300,CO[C@H]1CNC[C@@H]1NC(=O)c1cc(C)nc2c(C)cc(C)cc12,Yes
33371,CN1CCN(c2ccc(NC(=O)c3cccs3)c(C(F)(F)F)c2)CC1,Yes
33435,Cc1cccc(CNC(CN2CCN(C)CC2)c2ccccc2)c1,Yes
33575,Cc1csc(C2CCCCN2C(=O)c2cc(C(C)C)[nH]n2)n1,Yes
33836,CN(Cc1nccs1)c1nc(-c2ccccn2)nc2c1CCNCC2,Yes
34059,CCNc1ccnc(N2Cc3cnc(CC(C)C)nc3C2)n1,Yes
34118,c1ccc(NC[C@@H]2CCC[C@@H]3CN(Cc4cccnc4)C[C@@H]32)nc1,Yes
34235,CCC(NCc1cccc(Cl)c1)c1ccccc1OCC(=O)NC,Yes
34303,COc1cccc(OC)c1CN1CC(=O)N(c2ccc(C)cc2)CC1C,Yes
34451,c1cc(-c2n[nH]cc2-c2ccnc(N3CCCC3)n2)ccn1,Yes
34590,COc1cnc(N2CC(N3CCOCC3)C2)nc1-c1ccnn1C,Yes
34712,COc1ccc2[nH]c(CNc3cc(C4CCNCC4)nc(C)n3)cc2c1,Yes
34749,CNc1nc(C)cc(NC2CCCN(C3Cc4ccccc4C3)C2)n1,Yes
34751,c1cc2c(cc1C1(CNC3=NCCN3)CCCC1)OCCO2,Yes
34768,CN[C@@H](C)C(=O)N(Cc1cccc(C)c1)Cc1ccccc1OC,Yes
34784,Cn1cc(CNC2CC3(CCN(CC4CC4)CC3)c3ccccc32)cn1,Yes
34802,CN(Cc1n[nH]c2c1CCCC2)c1nc(C2CC2)nc2c1CCNCC2,Yes
34839,Cc1cc(CN2CCC(CNS(=O)(=O)c3ccc(C)s3)CC2)c(C)o1,Yes
34869,CC(C)N1CCCC(C(=O)N2CCN(c3nsc4ccccc34)CC2)C1,Yes
34886,O=C(CN(C1=NCCCCC1)c1ccc(Cl)cc1)c1ccccc1,Yes
34919,CCc1cc(CN2C[C@@H]3CC[C@H]2CN(C2Cc4ccccc4C2)C3)on1,Yes
34997,CCOc1cc(CNCCCn2ccnc2)cc(Cl)c1OCC,Yes
35003,CN1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)c2cnccc21,Yes
35061,CN1CCCC(c2cncc(C(=O)NCc3ccccc3Cl)n2)C1,Yes
35113,CCCc1nc2c(c(C)c(C)n2CCN(C)C)c(N)c1CC,Yes
35157,CCC(=O)NCC(=O)NCC1(c2c(F)cccc2F)CCCC1,Yes
35222,CCCN1CCC(NC(=O)c2ccc(F)cc2I)CC1,Yes
35429,CCCN(Cc1cccnc1)C1CC(C)(C)NC(C)(C)C1,Yes
35440,COc1cc2nc(NCc3ccc(C)nc3)nc(N)c2cc1OC,Yes
35454,Clc1ccccc1-c1cc(CNc2ncnc3c2CCNCC3)no1,Yes
35524,CCN(CC)CCNC(=O)c1ccc(-n2ccc3ccccc32)s1,Yes
35531,CN(Cc1ccco1)[C@@H]1CN(Cc2ccsc2)C[C@@H]2CCCO[C@@H]21,Yes
35540,CN(CCO)C[C@@H]1CN(C2CCN(c3ccccc3Cl)CC2)C[C@@H]1CO,Yes
35603,CCN1CCN(c2ccc(F)cc2C(C)NCc2cscn2)CC1,Yes
35728,CCc1cnc(N)nc1NCCCn1cc(Cl)cn1,Yes
35864,CN1CCCC1CNC(=O)CCCOc1ccc(Cl)cc1,Yes
36090,Cc1ccc2c(c1)CN(C(=O)c1cccs1)C(CN(C)C)CO2,Yes
36139,NCCn1nc(C2CCN(Cc3ccccc3Cl)C2)c2nccnc21,Yes
36278,NCC1(c2cccc(Br)c2)CCOCC1,Yes
36339,O=C(NCCCNc1ccc(C(F)(F)F)cn1)c1ccc(F)cc1F,Yes
36371,Cc1cnn(CCNCc2nccn2Cc2ccccc2)c1,Yes
36503,Cc1cc(F)ccc1CN1CCC(O)(CN2CCCCC2)C1,Yes
36715,CCC(NCc1ccccc1C)c1ccccc1OCC(=O)NC,Yes
36853,CCN1c2ccc(-c3cncn3CC(=O)NC(C)(C)C)cc2CC1C,Yes
36927,Fc1cccc(CN2CCC(c3cc4ncccc4cn3)CC2)c1F,Yes
36945,Cc1cccc2[nH]c(-c3cn(C4CCNCC4)nn3)nc12,Yes
37012,Cc1cc(C)c(CNCC(O)c2ccc(F)c(F)c2)c(C)c1,Yes
37057,C[C@@H]1CN(C(=O)C2CCS(=O)(=O)CC2)CC[C@@]1(O)C1CCOCC1,Yes
37061,Cc1ccccc1CNCC(O)c1ccc(OC(C)C)cc1,Yes
37126,Cc1nc2c(c(NCc3ccc(-c4ccccn4)s3)n1)CCNCC2,Yes
37142,COc1cc(C)c(-c2ccc(F)c3c2OC(CN)C3)cc1C,Yes
37146,Cc1cn2nc(N3CCCC3CC(C)(C)C)sc2n1,Yes
37184,COc1cccc([C@@H]2CCN(Cc3cn(C)c4ccccc34)C[C@H]2O)c1,Yes
37248,CS(=O)(=O)CCCNCc1c(Cl)cccc1N1CCCC1,Yes
37398,Cc1cccnc1CC(C)N(C)Cc1cccs1,Yes
37479,Cc1cc(-c2cc(S(=O)(=O)N3C[C@H](C4CC4)[C@@H](N)C3)c(C)s2)on1,Yes
37510,CN1CCCN(C(=O)c2ccnn2-c2ccc3ccccn23)CC1,Yes
37568,CC(C)CN1CCCC1c1cc[nH]n1,Yes
37635,CC(C)n1ccnc1C1CCCN(c2ccnc3ccccc23)C1,Yes
37665,CCOc1ccc(CN2CCCC(c3cc4ncccc4[nH]3)C2)cc1,Yes
37783,COC(=O)C(C)(C)NC(=O)c1cnc(Cc2ccc(F)cc2)s1,Yes
37832,CCN1CCC(CNCc2cc(C)ccc2OC)C1,Yes
38016,O=C(c1ccco1)N1CC2(CCNCC2)c2cc(Cl)ccc21,Yes
38057,Clc1cccc2c3c([nH]c12)CCN(Cc1cc2n(n1)CCCNC2)C3,Yes
38140,Cc1ccc(Cl)cc1N1CCC(CNC(=O)CCn2ccnc2)C1,Yes
38189,CC(O)CN1CCC(CNCc2ccccc2Br)CC1,Yes
38195,Cc1cccc(OC(C)C(=O)NCC2(N(C)C)CCCC2)c1,Yes
38212,c1ccc2c(c1)C(NC1CCCC1)CC21CCNCC1,Yes
38214,CCOc1cccc(CNC(C)c2ccc(-n3ccnc3)cc2)c1O,Yes
38239,CCc1cc(CNCc2ccccc2N(C)C2CCN(C)CC2)on1,Yes
38277,Cc1c(CNC2CCN(c3ccccc3OC(F)F)C2)cnn1C,Yes
38555,CNc1cc(C)nc(N2Cc3cnn(Cc4ccc(F)cc4)c3C2)n1,Yes
38559,CC(O)c1cccc(Nc2nc(NCCO)c3ccccc3n2)c1,Yes
38718,CCC1CCCN(Cc2nc(N)c3ccccc3n2)C1,Yes
38759,COc1cc(C)c(CN2CCC3(CC2)[C@@H](OCCN)C[C@H]3O)cc1C,Yes
38804,Clc1cc(CN2CCCN3CCCC3C2)c2ncccc2c1,Yes
38884,Cn1ccnc1CN1CCCC(CCc2ccc(F)c(F)c2)C1,Yes
39104,CC(C)(N)C(=O)N1CCCC1c1cncc(Oc2ccccc2)n1,Yes
39161,Cc1cc(C2CCCN(CC(=O)Nc3nc4c(s3)CCC4)C2)n[nH]1,Yes
39207,CN1CC[C@H](N(Cc2ccccc2)CC2CC2)C[C@H](O)C1,Yes
39225,CCCN1CCCC(O)(c2nc(C)c(COc3ccccc3)s2)CC1,Yes
39252,Fc1ccccc1Sc1ccccc1CNC1=NCCN1,Yes
39275,CNc1cc(C)nc(NCc2cc(C)cc3c(C)c(C)[nH]c23)n1,Yes
39286,CSc1ccc(CNC2CCN(CCc3ccncc3)CC2)cc1,Yes
39308,O=C1N(Cc2cccc(F)c2F)CCCC1(O)CNCC1CCCCC1,Yes
39436,Cc1ccc(C2(CN(C)Cc3sccc3C)CCNCC2)nc1,Yes
39536,Cc1ccc2[nH]c(CN(C)Cc3n[nH]c4c3CCC4)nc2c1,Yes
39633,c1ccc(Sc2ccc3c(c2)OCO3)c(CNC2=NCCN2)c1,Yes
39682,COc1cc(F)ccc1C(C(=O)O)N(C)CCN1CCOCC1,Yes
39717,NCC1[C@@H]2CN(CCc3ccccc3)C[C@H]12,Yes
39802,CC(O)CN1CCC(CNCc2cccc(Cl)c2)CC1,Yes
39851,Cc1cc(C)n(CCCn2cncc2-c2ccc3c(c2)CC(C)N3C)n1,Yes
39857,CS(=O)(=O)CCCNC1(c2ccc(Br)cc2)CCC1,Yes
39904,O=C1N(CCc2ccccc2)CCCC1(O)CNCc1ccc(F)cc1,Yes
40065,CCn1ccnc1CN1CCCC1C(=O)Nc1nccs1,Yes
40169,CN1CCC(N(C)c2ccccc2CNCc2ccco2)CC1,Yes
40267,Cc1nnc(N2CC[C@@H](OCC3CC3)[C@@H](Cc3ccccc3)C2)s1,Yes
40322,COc1cccc(-n2ccc3nc(N4CCCC4)ncc3c2=O)c1,Yes
40394,COc1ccccc1C1(NCc2c(C)nc3c(C)cccn23)CCCC1,Yes
40474,CCn1cc(C2=CCN(CCCOc3ccccc3)CC2)cn1,Yes
40513,Cc1cnn(CCNCc2ccccc2OCc2cccnc2)c1,Yes
40626,CC1(C)CC(N(Cc2cccnc2)Cc2cccc(F)c2)CC(C)(C)N1,Yes
40698,O=C(CN1C[C@@H]2CC[C@H]1CN(Cc1ccccn1)C2)Nc1ccccc1,Yes
40782,O=C(NCCc1ccccc1)NCCN1CCC(c2cccs2)CC1,Yes
40859,N[C@@H]1CCC[C@@H](Oc2ccc(F)cc2Oc2ccccc2)[C@@H]1O,Yes
40898,Cc1cc2c(c(-c3c[nH]c(C)n3)c1)OC(CN)C2,Yes
40902,CN1CCCC1CCn1ccnc1-c1nc2ccccc2[nH]1,Yes
40966,CC(NCC1CCN(CCO)CC1)c1ccc(Cl)cc1,Yes
40999,CN(C)CCNC(=O)C1Cc2nc(-c3ccccc3)sc2N1CC1CC1,Yes
41081,CCOc1ccccc1CNCC1CCN(CC(C)O)CC1,Yes
41154,CNc1cc(C)nc(N2C[C@H](C3CC3)[C@@H](N)C2)n1,Yes
41178,COc1ccc(NC(=O)Cn2nc(C)c(C(C)=O)c2C)cc1,Yes
41281,CCN(C)S(=O)(=O)NCC1CCCN(Cc2ccccc2F)C1,Yes
41348,CC(C)Oc1ncnc2c1CCN(Cc1ccc(F)cc1)CC2,Yes
41370,Cc1c(-c2ccccc2)nc2c(c(C)c(C)n2CCN(C)C)c1N,Yes
41515,COc1ccc(C(NCc2cccc(O)c2)C2CC2)cc1,Yes
41609,O=C(COc1coc(CN2CCCC2)cc1=O)Nc1cc(Cl)ccc1Cl,Yes
41622,COc1ccc(Cl)cc1CNCCCn1ccnc1,Yes
41705,COc1ccc2[nH]c(C[C@@H]3C[C@@H](C(C)C)[C@H](CN(C)C)C=C3C)nc2c1,Yes
41780,Cc1c(C)n(CC(O)CN2CCC(C)CC2)c2c(Cl)cccc12,Yes
41806,O=C(c1ccc(-n2cccn2)nc1)N1CCC(c2ccc(O)cc2)CC1,Yes
41820,CC(C)c1cc(N(C)Cc2cc(C3CC3)on2)n2nccc2n1,Yes
41871,N#Cc1cccc(S(=O)(=O)Nc2c(F)cccc2N2CCCC2)c1,Yes
42002,Brc1ccc(CN2CCC(NCc3ncc[nH]3)CC2)cc1,Yes
42091,CCC1CN(CC(=O)NCCN2CCCCCC2)c2ccccc2S1,Yes
42334,C=Cc1cccc(CN2C[C@H](CO)[C@H](CN(C)CC)C2)c1,Yes
42345,COCCN1CCc2cc(C(=O)NC(C)C)c(NCC(C)C)nc2CC1,Yes
42407,Cc1cnc(Nc2cccc(C3CCCN3Cc3cn(C)nc3C)n2)s1,Yes
